Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1,297.30490638077407,308.0219625523096,1319,70.86845700848954,151,Power Failure
1,301.80534740695856,310.4943119862463,1277,68.33712534250245,115,Power Failure
0,299.11424707333725,309.5179940376438,1392,61.990554206358496,110,Power Failure
0,302.1710707003416,311.3033030252562,1335,66.58718686279889,205,Power Failure
0,302.14982247313856,310.882269399124,1341,67.26152452248162,196,Power Failure
1,296.95554991809087,307.8853476416404,1311,67.82323642320665,20,Power Failure
1,303.0960822474793,312.21150504882365,1285,70.42048099887968,95,Power Failure
1,297.6547860500998,308.21210807359785,1326,74.62418850277095,174,Power Failure
1,299.31451290364157,308.90544233886556,1258,69.39274354817923,118,Power Failure
0,300.5548419343407,310.5193677373628,2519,13.109683868681413,126,Power Failure
1,299.2535050837349,308.65070101674695,2550,12.97535050837349,172,Power Failure
2,300.8692664584095,309.95383954473897,1289,68.32307163579118,111,Power Failure
0,300.56690720767284,310.1112714717819,1367,65.32957617607269,206,Power Failure
1,300.5059665360712,310.7119330721425,2489,13.335322178690406,171,Power Failure
2,296.8708384014083,307.8683353605633,1258,68.97266585577466,105,Power Failure
1,301.20928980195606,310.679719680537,1325,67.19390650477462,194,Power Failure
1,298.3955430142791,308.7011450637528,1306,68.71234916270024,163,Power Failure
1,300.9359968205308,311.17333863244863,1303,67.51732591457188,14,Power Failure
1,299.1194904175661,309.12707339964356,1409,65.18015427418541,190,Power Failure
1,302.60939258105344,311.1957817898584,1395,62.03520809339624,133,Power Failure
1,300.0585289370124,309.81705787402484,2515,13.186176312337476,174,Power Failure
1,301.34452679801063,310.394080198858,1329,67.8931870005526,185,Power Failure
1,303.20078714830703,311.9678036586657,1284,70.20104953107601,96,Power Failure
1,297.4582445755578,308.0832978302231,1330,71.75781853823499,151,Power Failure
1,298.5,309.07381034149495,1296,66.56886472045998,21,Power Failure
1,297.91862726457794,309.20700258808904,1396,66.94659131327457,77,Power Failure
2,297.90088170785805,308.28035268314324,1264,68.80785892674271,106,Power Failure
2,298.39411741211404,308.47764696484563,1266,68.72894121406175,107,Power Failure
0,303.9232999146224,313.1376811806307,1271,68.66711257470538,159,Power Failure
0,298.3710266455971,309.54481942249697,1379,62.44758555379976,94,Power Failure
0,298.08951180247834,309.10899765099305,1383,63.46745519653708,114,Power Failure
2,295.9071943555097,306.4786572591829,1237,75.34244515592222,90,Power Failure
1,297.6579507234173,308.594251225864,1397,61.76291131425226,61,Power Failure
1,297.4567821148515,308.27966330719465,1319,68.01723103859187,22,Power Failure
1,300.5839127978698,309.3814672992012,1271,68.7580436010651,114,Power Failure
1,302.37730214605284,311.0907914157886,1336,67.39571931447563,196,Power Failure
1,299.352449193018,310.30366815555755,1382,64.45732504317624,126,Power Failure
1,297.75853430062807,308.5262175130496,2557,12.848475181367766,130,Power Failure
1,301.0798345037099,310.3831954197582,1269,69.9085241439171,108,Power Failure
1,301.41583868020143,310.57898564015665,1417,60.721014359843345,182,Power Failure
1,301.75770580535135,310.1384492678625,2376,13.880775366068784,203,Power Failure
1,302.1996328104552,310.46617708060694,1284,68.08897048656551,112,Power Failure
1,299.75913863757387,309.94380639820287,1292,69.55985643959565,145,Power Failure
1,301.04615491063936,311.15384508936063,1326,66.63736020425296,11,Power Failure
1,300.5914581676146,310.88291633522914,2484,13.363819389204856,170,Power Failure
1,299.2845359386062,309.4086558085135,1311,68.06549315987644,175,Power Failure
1,300.3956967982088,310.7816539266723,1321,67.27134762384551,18,Power Failure
1,298.10221850127715,308.8269411886175,2547,12.912915968989468,135,Power Failure
1,302.1607056706579,311.18211701197373,1287,69.38467172454894,129,Power Failure
1,302.2096751018117,310.47956680241555,1284,68.08673886626407,112,Power Failure
1,299.8000431444593,309.2182092737468,1261,69.18786048416878,118,Power Failure
1,298.66409357798904,309.16325535167584,1325,68.98934694187082,23,Power Failure
1,298.5787729670815,308.3642313469748,1253,70.80124109252742,112,Power Failure
0,296.7239161225937,307.84161842582137,1386,62.736656812949164,97,Power Failure
1,300.15945763421564,310.42034696997683,1321,67.3130368880796,18,Power Failure
1,300.8301417651732,310.76841996760584,1286,69.8583727125481,70,Power Failure
1,298.21349397738607,308.50419833267244,1328,73.87975903392086,176,Power Failure
1,298.65496035110334,309.54503964889665,2606,12.239464315993022,113,Power Failure
0,299.1678466960692,309.5567506879269,1393,61.98395732971456,110,Power Failure
1,302.3641155785768,311.7923467357304,1289,69.90772577348321,137,Power Failure
2,300.46817949120856,310.4317444065583,1257,70.37568457615549,115,Power Failure
0,300.7326243770216,310.1673756229784,1377,63.962400542114764,201,Power Failure
1,299.74182200606015,309.3556657329835,1383,63.8868570446382,69,Power Failure
1,297.9481336715487,308.4489631508604,1412,61.10165895862336,114,Power Failure
1,300.4722948808692,309.89335446864715,1323,68.13547364420299,179,Power Failure
1,298.4155906257664,309.57906503987687,1385,62.13474414110403,80,Power Failure
1,302.2695061366022,311.50851840980664,1288,69.66444435126284,133,Power Failure
1,303.0488649859609,311.7483605352769,1284,69.9984866479479,98,Power Failure
1,300.799203302917,309.85403846549264,1269,68.76397435633824,116,Power Failure
1,301.2980523018483,311.0837424458136,1291,69.81634205030805,141,Power Failure
2,299.74536877035416,310.4702220662555,1392,63.88639971925987,131,Power Failure
1,301.77040873832004,310.47207828802186,1277,68.35194780798544,115,Power Failure
2,300.26263555161853,309.21739876433844,1402,61.734797528676964,130,Power Failure
1,297.7456503046289,308.86725344866824,1394,61.716031440393074,67,Power Failure
1,301.6214508568887,309.7705440713333,1283,68.23927457155564,111,Power Failure
1,302.2127749643296,310.54067494847607,1284,68.88369995243947,106,Power Failure
1,299.1928932535709,310.3900168516664,1302,68.68573033492041,110,Power Failure
1,298.1895268820631,308.43018445010364,1258,69.22915798185586,113,Power Failure
1,299.45827262332625,309.1981120782195,1258,73.53943809212636,91,Power Failure
1,301.87754625942205,309.740817913526,1387,62.54693282427753,146,Power Failure
1,302.50500986804906,311.42745559377914,1286,68.94990131950924,125,Power Failure
1,298.27547619166984,308.13892517095474,1251,71.39050339904146,110,Power Failure
1,300.63826646152415,309.19565424500894,1386,62.59913084900179,131,Power Failure
1,299.9876770690057,309.6151479470218,1319,68.27008970305396,175,Power Failure
1,303.05558048308274,312.1284102952172,1284,70.47655013418964,90,Power Failure
1,302.23787386725525,311.520265881606,1257,70.90863793183377,121,Power Failure
0,300.6997169754197,311.0988679016789,2478,13.399433950839422,169,Power Failure
1,298.97460359813243,309.04319155681355,1409,65.52330726758103,190,Power Failure
1,297.12266735484457,307.9704201481515,1296,69.06592573476539,153,Power Failure
1,302.8181183256231,311.3392951731915,1284,68.63011960735558,109,Power Failure
1,302.3060407228928,310.6753921552896,1284,69.0080542971904,105,Power Failure
0,300.97353051204067,310.3287202409603,1359,65.67007069276089,205,Power Failure
1,302.1955944133129,310.4607925510839,1284,68.08986790815268,112,Power Failure
1,297.076572250042,307.93062890001676,1301,69.54411905024347,152,Power Failure
1,300.9958869802834,310.12997259947576,1276,68.27188356266383,111,Power Failure
1,301.88045253817927,310.94035197413945,1427,60.35964802586059,176,Power Failure
1,301.1224992927832,309.992500235739,1399,61.60312411597894,176,Power Failure
1,303.2927719605714,312.0776452719999,1284,70.00134121942843,98,Power Failure
1,303.03114902951734,312.3704924412217,1403,61.590981639566444,127,Power Failure
1,297.8074714800935,307.79126452806946,1248,72.29976969581838,106,Power Failure
1,299.51495400284307,309.47829755776684,1412,64.36759966050666,197,Power Failure
1,302.023551138981,311.1696259491508,1274,70.17815746828029,102,Power Failure
1,298.90836601412065,308.6904948652118,1319,67.5547525673941,20,Power Failure
1,301.2537535639718,310.505054904811,1334,65.79494509518898,2,Power Failure
2,300.50294771927497,311.0209284829927,1381,64.90154747165451,136,Power Failure
1,298.70658859453704,309.12784283788585,1325,68.84415563533186,23,Power Failure
2,295.9658291574365,306.57638192906086,1239,74.87336674050808,91,Power Failure
1,299.06779410284094,310.44430019467086,1330,69.82817446465513,25,Power Failure
1,299.1256318094982,309.47454208110975,1293,69.4542719682497,147,Power Failure
1,301.0517119396876,310.46233767593753,1257,70.29952775281254,120,Power Failure
1,299.8381746451519,309.37999360243276,1257,69.67635995291586,119,Power Failure
1,298.8959973683641,309.0380030702419,1311,67.22799649115208,17,Power Failure
1,297.17392993696245,307.9,1322,74.57879301431669,169,Power Failure
1,299.37661179663263,308.6118655690233,2550,12.982373113804663,174,Power Failure
0,303.6428774995338,312.9098379683712,1275,68.91248218790791,156,Power Failure
1,300.7152452366945,310.3542642899164,1414,61.70852857983284,205,Power Failure
0,299.6636358875536,308.9181811834048,2551,12.963636469432533,161,Power Failure
1,300.66716832230674,309.412688120865,1272,68.71641583884664,114,Power Failure
2,300.8725011266817,309.4690004506727,1279,68.33239981973092,110,Power Failure
2,300.042547845089,309.605377109704,1377,65.10707316153758,50,Power Failure
0,300.5393956695815,310.457582678326,2523,13.078791339163006,122,Power Failure
1,297.94104493981257,308.731641943825,1320,67.89885568137915,21,Power Failure
1,299.4662991711292,310.1589460900869,1394,69.13018779582698,67,Power Failure
1,299.998761344773,309.34466631031006,1263,69.10355579312662,117,Power Failure
1,300.7456470580609,311.0585026744901,2473,13.420748662754953,171,Power Failure
2,302.58131220424553,311.42703791553026,1265,70.30159064089324,118,Power Failure
0,301.44843407573273,310.55220427093303,1352,66.31258727893254,201,Power Failure
1,298.93063077639306,308.74372840539706,1258,69.34317396559894,117,Power Failure
1,299.89968706304956,309.49937412609916,2525,13.133229021016527,176,Power Failure
1,300.22920735320054,309.98566772086053,1298,67.7258414706401,14,Power Failure
1,300.9781122974248,310.83436816015177,1282,67.84374413727298,10,Power Failure
0,297.63879275786945,308.68264179798456,1384,63.114188918330086,110,Power Failure
1,300.3765286491602,309.3371486825763,1369,63.081280844866335,46,Power Failure
1,299.7282712694924,310.16137683741897,1288,67.2668944320734,11,Power Failure
1,298.22849367933804,308.7330138473138,1390,61.94013726714834,56,Power Failure
1,298.63734938454826,309.5739573609106,1293,66.76339202363766,11,Power Failure
1,300.3134860495098,309.8039199901033,1257,69.92043878218068,119,Power Failure
1,301.71774560957346,310.9997001065817,1333,67.34290588942933,198,Power Failure
1,302.8724976154448,311.42388517958074,1284,68.7872153335071,107,Power Failure
2,299.6337905367641,309.441578356515,1246,73.59089255136891,106,Power Failure
1,298.26012535499115,309.02945033132505,1320,67.82085824655772,21,Power Failure
0,299.9810497545768,309.72069983638454,1382,65.45976672120514,201,Power Failure
1,299.1674893393006,308.6334978678601,2551,12.96674893393006,170,Power Failure
1,299.37463450507255,309.22150106916115,1386,63.51260824555474,68,Power Failure
2,299.4414459399901,308.4601797949094,1265,71.26244618306427,102,Power Failure
0,296.624144908293,307.72414490829294,1386,62.27585509170702,98,Power Failure
1,301.99223520948885,311.30118275440896,1257,70.7824991616294,121,Power Failure
1,302.58452075141884,311.06965661861545,1284,68.15479248581208,115,Power Failure
2,299.25603659006896,308.9377879416858,1412,61.17557588337165,124,Power Failure
0,301.3940811528829,310.52662642488605,1353,66.23905097154747,202,Power Failure
1,297.27857994234984,307.4713425517317,1244,75.12466913283647,89,Power Failure
1,302.89998291329675,311.46664008735047,1284,68.86661730507946,107,Power Failure
2,300.28833287491136,309.97793943916344,1248,73.14544012679646,109,Power Failure
1,302.4155554931769,310.8335801568111,1284,69.15407399090256,104,Power Failure
1,302.14080728118944,310.3877430415859,1284,68.10204282640235,112,Power Failure
1,298.8585969811968,310.15286566039896,1388,65.89367245127721,78,Power Failure
1,301.03410976898266,311.16589023101733,1326,66.66489195661103,11,Power Failure
1,299.98283157749194,310.15021300087,1321,67.34420619220731,18,Power Failure
1,300.93828913397493,311.26171086602506,1324,66.88391055091444,14,Power Failure
1,298.05205825425395,308.5039593681828,1304,68.80776159604056,160,Power Failure
1,300.372713004193,311.04702378607243,1316,67.10711152265065,16,Power Failure
2,301.47059101729843,309.84248314494477,1285,68.23398651595579,111,Power Failure
1,302.4798706289929,310.8778642711643,1393,62.176504768371416,135,Power Failure
2,300.8808773528397,310.6874611592591,1382,64.34576859876516,138,Power Failure
1,301.47473981007977,309.8750867299734,1394,62.04342476259969,162,Power Failure
1,298.2856132222442,308.74907871875615,1390,61.97048202431723,56,Power Failure
1,298.9138522115506,309.5371206851068,2526,13.065097289665736,145,Power Failure
1,301.14038411919705,310.80378925710386,1274,70.04479626334047,97,Power Failure
1,301.919441228152,309.72685292394937,1387,62.59930153518995,145,Power Failure
0,303.8762322233657,313.0994386814846,1272,68.70829680455499,159,Power Failure
1,299.9540320939526,310.10616673192743,1321,67.34928845400837,18,Power Failure
1,298.27375080777625,309.5753856095708,1401,67.01135124905028,63,Power Failure
2,298.35606579207314,308.9566173785908,1257,69.60459544789973,109,Power Failure
1,302.6330416491348,311.0513981208763,1284,68.09545365305597,113,Power Failure
1,300.78578537945157,311.1403695903301,1296,69.33532339153888,125,Power Failure
1,301.2130009189617,310.8529123863565,1275,70.06188256916747,97,Power Failure
1,297.4602679425513,308.08410717702054,1330,71.76955406679741,151,Power Failure
0,296.62160544909085,307.71200302727266,1386,62.2807951563637,100,Power Failure
1,298.5,308.78134066156616,1297,66.47887404971266,28,Power Failure
2,302.03713734461337,310.4224074054401,1276,69.00394289869347,113,Power Failure
1,301.2335197862764,310.614982012476,2426,13.642508993762021,186,Power Failure
2,301.2729848491864,309.62919393967456,1281,68.26832242413018,110,Power Failure
1,297.19449227800555,307.9,1325,75.22650675717578,171,Power Failure
1,297.25900521568803,308.00360208627524,1315,70.60223025099069,151,Power Failure
1,300.7275108960197,310.17318539374725,1257,70.13304613579388,120,Power Failure
1,300.96027076097823,310.86339021729253,2452,13.518304891353754,178,Power Failure
0,299.50098851064087,309.00544482978836,1375,64.47574138298062,90,Power Failure
1,300.2303634250708,309.3004046443708,1399,64.41255152412504,169,Power Failure
2,300.15769790019624,311.01276039499504,1383,64.86296871099107,134,Power Failure
1,302.5787679292905,311.0955443181927,1284,68.21232070709493,116,Power Failure
1,302.5674945039238,311.1462747323431,1284,68.32505496076246,118,Power Failure
0,302.7837119235305,312.21176593786856,1285,69.66425206691078,144,Power Failure
0,297.32134560454494,308.3823539502452,1385,62.86537898734603,107,Power Failure
1,300.96620778912546,309.9603140476253,1271,68.69312396824981,116,Power Failure
0,301.59685635385637,311.3131115174038,1399,61.68500229490999,120,Power Failure
2,297.0097325928949,307.923893037158,1259,68.95044278513681,105,Power Failure
1,300.24142098121456,309.81852830979335,1263,72.96987565002577,91,Power Failure
1,303.285421202887,312.0900528486145,1284,70.31389493718262,96,Power Failure
1,302.3036461050826,311.3854155796697,1333,66.73281494574306,204,Power Failure
1,303.452530443054,312.32615846697286,1284,70.46286572437823,95,Power Failure
1,301.8160851242541,310.14825537276226,1284,68.49850460522481,115,Power Failure
2,302.2567733531432,311.68092107203654,1257,71.02866328765546,119,Power Failure
1,302.1561826321736,310.8600307703219,1336,67.66772704661844,192,Power Failure
2,296.3058901015714,307.14315016928566,1247,72.15287918742897,97,Power Failure
1,298.9531980415826,310.1843993471942,1380,63.62324700201742,87,Power Failure
1,300.38510994821286,310.4702198964257,2496,13.29503664940428,172,Power Failure
2,299.3567894904133,309.65553551711406,1257,69.96993902030961,112,Power Failure
1,302.3960077467436,311.0159690130255,1337,67.56406972069261,194,Power Failure
1,299.76711941748977,310.5467508231437,1309,66.97546074293257,15,Power Failure
1,299.19820599034347,309.13611552583376,2529,13.05343215161772,144,Power Failure
1,301.8276326967539,310.899269875253,1426,60.400730124747,177,Power Failure
1,300.7667573307826,310.1997280076523,1408,61.39945601530462,195,Power Failure
1,301.6213601832042,309.82621327226525,1391,62.2267002290053,156,Power Failure
1,298.56397417136196,309.4253634667444,1296,66.78529889514928,12,Power Failure
1,302.1795260456734,311.59304369457817,1285,70.23320167935373,82,Power Failure
1,299.36070746357785,308.600505331127,2550,12.980101066225407,173,Power Failure
1,297.42033946538214,308.0635950045654,1310,68.20663837788481,20,Power Failure
2,295.83035313202663,306.35058855337775,1235,75.95717494378694,89,Power Failure
1,296.43466494499984,307.3256872819998,1319,68.26708190233337,23,Power Failure
1,297.7151231733104,308.3722511521861,1300,68.77617063850094,160,Power Failure
1,297.1201584298679,307.9,1314,72.8849905408396,164,Power Failure
1,300.076883489922,310.5093940119293,1297,68.42051941834633,111,Power Failure
1,298.3126585685773,308.7566852224124,1389,61.98484986455671,56,Power Failure
2,300.34154702524285,310.02154547901847,1248,73.10922494115415,109,Power Failure
1,301.45322054067213,309.882259819776,1394,62.016525675840185,163,Power Failure
2,302.37337745829,311.0431583845354,1270,69.80574624669151,116,Power Failure
1,298.3851095284877,309.71244249660026,1401,67.7137677950763,63,Power Failure
1,299.2569020842902,310.21328575540963,1382,64.38243676876797,125,Power Failure
0,300.60458811649164,310.7183524659666,2505,13.209176232983289,141,Power Failure
1,297.7794268658058,309.6040686569345,1334,71.35131791072449,30,Power Failure
1,303.1176747950134,312.1413682436855,1282,70.51004112823844,94,Power Failure
1,298.5,308.86867541206266,1297,66.50574628063467,26,Power Failure
1,297.47087567779755,308.2487967983685,1295,69.17847927963292,151,Power Failure
1,297.30518150390907,308.02207260156365,1319,70.87005272267265,151,Power Failure
1,303.0917663667909,311.764969903897,1284,69.42065839295154,103,Power Failure
1,301.1006139698495,309.57523023869356,1277,68.49969301507522,112,Power Failure
1,297.84473970079,308.6417570540707,1320,67.92239696202911,21,Power Failure
1,300.126554930575,309.2668435742242,1371,62.94848230686798,47,Power Failure
2,300.22307423014126,310.2605597797812,1257,70.28620170306745,114,Power Failure
2,302.3308351481162,310.96461873498373,1270,69.70429919935398,116,Power Failure
1,299.5389913124961,308.989621742186,1260,69.28050434375197,118,Power Failure
1,299.36731825711155,308.9560985475929,1258,69.41923378774615,118,Power Failure
1,299.43436480185795,309.0198388773327,1257,69.46899814149461,119,Power Failure
1,297.12936956803105,307.5769861672868,1312,67.54602766542631,30,Power Failure
1,297.98899657387864,308.1651408993592,1319,67.8174295503204,21,Power Failure
0,297.07829043912375,307.91523069760564,1384,62.65871782934278,98,Power Failure
1,300.47247714282474,309.94572285711394,1257,70.00208285712621,119,Power Failure
1,300.61908005044717,310.9381601008943,2482,13.373026683482385,170,Power Failure
1,299.20327034220674,309.1427381398088,2529,13.054600848201549,144,Power Failure
1,300.43426556511133,311.19821548419935,1323,67.75490741845181,19,Power Failure
0,300.0903291648409,309.27064812417836,1373,64.91774687363065,88,Power Failure
2,299.2411500328232,308.9336527868953,1412,61.1673055737907,124,Power Failure
1,301.2588254293058,310.1465252731945,1273,68.56898315120362,116,Power Failure
1,298.5437890723239,309.90774039670634,1401,68.71466953312004,63,Power Failure
1,297.3378927253718,308.8865756787292,1330,70.44065374607929,28,Power Failure
1,303.4093240264603,312.2589484856049,1284,70.33804718755192,96,Power Failure
0,301.3400409708795,310.5011957510021,1354,66.16593778413112,202,Power Failure
0,302.6100607552077,312.07067436360626,1287,69.81619683919324,141,Power Failure
1,298.5,309.09740077556324,1296,66.57612331555792,21,Power Failure
1,299.21748707244654,308.4982050517475,2552,12.95964101034951,168,Power Failure
1,298.5,308.3185255529681,1300,66.33646940091326,39,Power Failure
1,298.7395999327125,309.4604000672875,2600,12.315639939441265,120,Power Failure
1,300.91727151833203,309.785156900929,1376,65.08491135522303,73,Power Failure
1,298.25729430503145,308.31845388858943,1319,67.74077305570529,21,Power Failure
2,297.85948206391635,308.60979699702096,1257,69.42330297571549,108,Power Failure
1,302.13838804162,310.43322717122885,1284,68.78451738882661,106,Power Failure
1,299.42494195695065,310.6413472865935,1328,69.28629496186795,24,Power Failure
1,297.31605298467787,308.14831611903264,1319,68.0516314926343,22,Power Failure
1,298.7268096698711,309.37345846113726,2531,13.030026813100836,143,Power Failure
1,302.26286490272923,311.83546583657846,1290,69.94353260700616,137,Power Failure
1,301.4257870851383,310.7716808221102,1290,68.19570215247695,113,Power Failure
2,299.17361036105615,309.0644862680877,1245,73.90407072650343,104,Power Failure
1,298.1693833373689,308.7811208348079,1393,62.28417917077985,63,Power Failure
1,300.818414626891,310.0938617910364,1404,61.22301828361374,188,Power Failure
1,298.03998579790283,309.0190760614439,1299,67.03455578334338,14,Power Failure
1,299.65642375605194,309.0128475121038,2539,13.052141252017305,177,Power Failure
1,301.8831813864982,310.0442418486643,1284,68.15929302522262,111,Power Failure
1,300.06209826057295,309.3849716203646,1264,69.07668558642362,117,Power Failure
1,298.9042920770194,308.27449434072815,2556,12.914898868145631,156,Power Failure
1,302.71774869155456,311.2700814433566,1284,69.55699825540609,101,Power Failure
1,297.50924761632905,308.5399173982741,1398,61.61134853202771,61,Power Failure
1,299.4517961679974,308.6655686914267,2549,12.993113738285338,177,Power Failure
1,298.3062149742216,309.07246730927346,1320,67.80959189519028,21,Power Failure
1,302.38166552432017,311.07333790271935,1337,67.43498971888145,196,Power Failure
2,295.9032850091632,306.47214168193864,1237,75.37371992669448,90,Power Failure
0,297.1635926893717,308.1075208676995,1387,62.23063474592349,102,Power Failure
1,302.6690535837818,311.19974406546265,1284,69.49207144504246,101,Power Failure
1,298.5520621882324,309.4392607803955,1296,66.76941625097659,12,Power Failure
2,296.1491754789581,306.88195913159683,1243,73.40659616833523,95,Power Failure
1,298.3942590888577,310.0726946697146,1333,70.85008965828482,28,Power Failure
1,303.3796739110405,312.21282608384075,1284,70.25239129856146,96,Power Failure
1,302.2640513462726,310.2772495303688,1367,66.45759079523933,78,Power Failure
1,296.84686870143116,307.771726369678,1312,67.90227730805009,21,Power Failure
1,299.51706274668845,309.0935965038032,1257,69.51146465370489,119,Power Failure
1,302.4646765532895,311.60895551019723,1288,69.35323446710501,130,Power Failure
1,300.76365960680005,310.20902117959986,1408,61.41804235919966,196,Power Failure
0,296.7298195376981,307.8483651859407,1386,62.75745932331705,97,Power Failure
1,297.41647361840387,308.1031234539401,1258,69.11022671052368,108,Power Failure
1,302.46643450441235,311.60104473014445,1288,69.33565495587654,130,Power Failure
2,300.80862568939705,310.7512126270026,1382,64.45202104500436,137,Power Failure
1,301.2724805285287,309.53572140966776,1391,63.404051101423846,153,Power Failure
1,301.915284180619,309.7282386064603,1387,62.59410522577373,145,Power Failure
1,300.05776891350797,309.5758479498855,1257,69.7891245772068,119,Power Failure
1,299.02520510843004,308.7454053049081,1297,66.62320314364923,35,Power Failure
1,298.65687236796185,309.3169822373779,1300,66.90916315728244,14,Power Failure
2,301.8915492543689,309.79569183438036,1385,62.859486390634,141,Power Failure
1,300.10039173775164,309.27105619884713,1400,64.53833057636938,172,Power Failure
1,298.5269334681245,309.03106182824035,1294,69.35448891135408,149,Power Failure
1,300.81664979335903,310.0560796845025,1334,69.97502530996144,187,Power Failure
0,303.8806281568829,313.1096184616399,1271,68.60852656022264,160,Power Failure
1,300.4709980327916,310.4711096539197,1292,69.67849967213193,144,Power Failure
1,298.6680839794738,308.77520391084016,1329,73.1978740307893,178,Power Failure
1,297.96780885178646,309.837411780296,1335,71.49711760418603,30,Power Failure
1,300.4894314442033,310.1552341178898,1333,68.69916944702548,184,Power Failure
1,300.46220820214336,310.62441640428676,2492,13.320736067381123,171,Power Failure
1,299.3464672018443,309.63812385321796,1293,69.49107786697404,146,Power Failure
1,298.57827979691103,309.4086735702705,1297,66.80437306254802,13,Power Failure
1,299.7335780991471,309.06259178718017,1262,69.18321095042644,117,Power Failure
1,299.2354122032107,310.40985902816504,1302,68.70462764587144,110,Power Failure
1,298.76563151252327,310.1218771708411,1396,68.12484369944167,70,Power Failure
1,299.8759133409248,310.8737794930191,1379,64.31920463115149,121,Power Failure
1,297.96362291503493,307.95619223410677,1305,66.78761553178644,37,Power Failure
2,298.63503701927095,308.6231553352359,1243,74.27059980632951,101,Power Failure
1,298.89178862323354,309.30821137676645,2590,12.452609760910198,132,Power Failure
1,300.16604719486674,309.9329074464709,1333,69.05623955566797,180,Power Failure
1,297.93321386159755,307.9423699370898,1305,66.81526012582043,37,Power Failure
2,297.1471543889748,307.09915938329016,1246,74.37334998105112,94,Power Failure
1,299.4929113578817,309.02276177319743,1259,69.31815881786838,118,Power Failure
1,301.0100211807581,311.0499646987365,1293,67.69004942176886,12,Power Failure
2,301.19367526972366,310.41146299730264,1383,63.88577166217108,139,Power Failure
1,298.9991879686844,308.91761403653487,1315,67.36558395824586,18,Power Failure
1,302.8613648786185,311.4775270468934,1284,69.74848650482467,100,Power Failure
1,300.3800815121909,310.08005603963124,1333,68.81990999695591,183,Power Failure
1,302.41060691582874,310.8794771282546,1282,68.08034858116358,114,Power Failure
1,302.97502347663425,311.5833698525421,1284,69.08340115472106,105,Power Failure
0,300.88505051524595,310.33878788643443,1360,65.4619192008402,207,Power Failure
1,300.21442267855025,310.67511984373147,2491,13.308954252228169,163,Power Failure
1,297.2564928214424,308.75430083484395,1329,70.272766444225,28,Power Failure
2,300.8878569909383,310.7248525016077,1257,70.52890017129495,116,Power Failure
2,298.7966734020964,308.6386693608386,1268,68.66453225566457,107,Power Failure
1,298.25384155577495,308.1228537271471,1251,71.43253640592297,110,Power Failure
1,299.2179503348515,309.542926173964,1293,69.46965838914191,147,Power Failure
1,299.84118915284284,309.5448989832248,1407,63.47086779589846,190,Power Failure
1,302.9970587821782,312.1911763465347,1257,71.27573495297038,121,Power Failure
2,296.42254810272124,307.33758017120203,1250,71.21961517823024,100,Power Failure
0,300.8987274131407,310.8083105910402,1397,61.77092585684422,117,Power Failure
1,301.95391894720836,309.71536035093055,1386,62.64239868401049,143,Power Failure
1,300.59557447376386,309.9320746885541,1336,69.22030047253858,178,Power Failure
1,299.37758218907084,308.96919492538746,1257,69.43983950249584,119,Power Failure
0,299.1244193754117,308.83598871893525,1377,64.19331453155877,91,Power Failure
1,301.2412456769067,311.3459146492231,1293,69.59610918973631,102,Power Failure
2,298.5711326994965,308.92517460460067,1417,61.10531428828127,120,Power Failure
1,301.0214285020778,309.5455356882792,1276,68.53928574896109,113,Power Failure
1,302.0761368819882,310.30151584265093,1284,68.11641402622485,112,Power Failure
1,298.0551702989504,309.03495076708447,1299,67.02351250985429,14,Power Failure
1,297.71885878778335,308.37471806740405,1301,68.77447903949434,160,Power Failure
1,298.86035669956783,308.24311192826275,2557,12.908622385652547,154,Power Failure
1,298.0823591255886,309.33982661610906,1400,65.80411140755895,62,Power Failure
2,301.3437134093919,310.27907640347775,1384,63.66512733912959,139,Power Failure
1,298.186564035952,307.81319912393724,2564,12.819976315988924,126,Power Failure
1,300.89085012371294,311.24858312714514,1309,67.41198362199675,15,Power Failure
0,300.67503308013755,311.00013232055034,2485,13.350066160275157,162,Power Failure
1,299.4933453560731,310.3959282636809,1300,68.51777577398781,111,Power Failure
1,299.76500789350524,309.67278391717076,1412,63.82581623073855,199,Power Failure
1,300.9212398433016,310.71436445265925,1283,67.78999374972402,12,Power Failure
1,301.0262723517651,311.24559376415704,1294,69.50056548967338,103,Power Failure
1,299.8091792742587,309.8846271253368,1320,67.3748507163073,19,Power Failure
1,303.38997446437634,312.22884916680766,1284,70.28214845264282,96,Power Failure
0,301.973608634225,311.1552064756687,1339,66.41440755494686,205,Power Failure
1,301.4620402894258,309.5785252266445,1390,63.22060617152346,150,Power Failure
1,299.85192922498476,309.95000940291783,1320,67.36730660735564,19,Power Failure
2,296.65085072710787,307.7180845451798,1256,69.39319418313698,104,Power Failure
1,302.6253392288071,311.0394165781443,1284,68.07320221655374,113,Power Failure
1,298.2201843905651,309.3714459149754,1387,62.0126152441032,76,Power Failure
1,300.82926498714943,310.0982817518821,1325,68.03631528134737,182,Power Failure
1,302.1224661577903,310.3632882103871,1284,68.10611863160214,112,Power Failure
1,298.5,308.38478488142727,1300,66.35685688659301,37,Power Failure
1,297.1537287482782,307.6878449990161,1319,68.05607750049195,22,Power Failure
2,295.973408756838,306.5890145947301,1239,74.81272994529576,92,Power Failure
